target,feature_set,model_family,model_variant,model,selection_rule,threshold,precision_floor_target,precision_floor_used,precision_floor_fallback_used,validation_precision,validation_recall,validation_f1,validation_f2,test_precision,test_recall,test_f1,test_f2,test_pr_auc,test_roc_auc,test_false_positives,test_false_negatives,test_true_positives,test_true_negatives,test_predicted_positive_rate
decline_event_next,canopy_trajectory_only,Logistic Regression,cost_sensitive,Logistic Regression (cost_sensitive),max_recall_precision_ge_0.65,0.6,0.65,0.65,False,0.6818181818181818,0.14563106796116504,0.24,0.1728110599078341,0.85,0.12686567164179105,0.22077922077922077,0.1528776978417266,0.6972109676682121,0.4608774310266847,3,117,17,63,0.1
decline_event_next,canopy_trajectory_only,SVM,unweighted,SVM (unweighted),default_0.5,0.5,,,False,0.0,0.0,0.0,0.0,0.75,0.022388059701492536,0.043478260869565216,0.027777777777777776,0.710633732221703,0.5417232021709635,1,131,3,65,0.02
decline_event_next,canopy_trajectory_only,SVM,unweighted,SVM (unweighted),max_f1,0.05,,,False,0.515,1.0,0.6798679867986799,0.8415032679738562,0.67,1.0,0.8023952095808383,0.9103260869565217,0.710633732221703,0.5417232021709635,66,0,134,0,1.0
decline_event_next,canopy_trajectory_only,SVM,unweighted,SVM (unweighted),max_f2,0.05,,,False,0.515,1.0,0.6798679867986799,0.8415032679738562,0.67,1.0,0.8023952095808383,0.9103260869565217,0.710633732221703,0.5417232021709635,66,0,134,0,1.0
decline_event_next,canopy_trajectory_only,SVM,unweighted,SVM (unweighted),recall_ge_0.70_then_max_f1,0.05,,,False,0.515,1.0,0.6798679867986799,0.8415032679738562,0.67,1.0,0.8023952095808383,0.9103260869565217,0.710633732221703,0.5417232021709635,66,0,134,0,1.0
decline_event_next,canopy_trajectory_only,SVM,unweighted,SVM (unweighted),max_recall_precision_ge_0.65,0.3,0.65,0.65,False,0.6842105263157895,0.2524271844660194,0.36879432624113473,0.28888888888888886,0.6818181818181818,0.3358208955223881,0.45,0.37375415282392027,0.710633732221703,0.5417232021709635,21,89,45,45,0.33
decline_event_next,canopy_trajectory_only,SVM,cost_sensitive,SVM (cost_sensitive),default_0.5,0.5,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6355911446687399,0.4510402532790593,3,134,0,63,0.015
decline_event_next,canopy_trajectory_only,SVM,cost_sensitive,SVM (cost_sensitive),max_f1,0.2,,,False,0.5555555555555556,0.9223300970873787,0.6934306569343066,0.8147512864493996,0.6573033707865169,0.8731343283582089,0.75,0.819327731092437,0.6355911446687399,0.4510402532790593,61,17,117,5,0.89
decline_event_next,canopy_trajectory_only,SVM,cost_sensitive,SVM (cost_sensitive),max_f2,0.05,,,False,0.515,1.0,0.6798679867986799,0.8415032679738562,0.67,1.0,0.8023952095808383,0.9103260869565217,0.6355911446687399,0.4510402532790593,66,0,134,0,1.0
decline_event_next,canopy_trajectory_only,SVM,cost_sensitive,SVM (cost_sensitive),recall_ge_0.70_then_max_f1,0.2,,,False,0.5555555555555556,0.9223300970873787,0.6934306569343066,0.8147512864493996,0.6573033707865169,0.8731343283582089,0.75,0.819327731092437,0.6355911446687399,0.4510402532790593,61,17,117,5,0.89
